Place,Label,Review
Water Supply,Negative,1.they want to become like Delhi people. 2. No water supply. 3. Cm speak Kannada only outside house. 4. Most congested city in india and top in Asia. A survey has been published. 5.heavy surge in sarjapura- whitefield areas.
Water Supply,Positive,"If you want better water supply in bengaluru, you need to stay in places which get water supply from the Cauvery river"
Water Supply,Negative,"No water supply in Dayal Park, West Sagarpur.  Please provide clean water supply soon. "
Water Supply,Positive,"About your point on reduced water supply—this is another result of our restrictive policies which discourage investments. Solar desalination plants are getting cheaper, and in India, they are already cheaper than building dams."
Water Supply,Negative,for the past one week we citizens of Digha ward (which comes under Airoli) are not receiving proper water supply in our area and this is very upsetting us
Water Supply,Negative,"Very little rain, recent scorching temperatures and a late monsoon season are being blamed for the water shortage in India's sixth-largest city, with nearly 5 million residents."
Water Supply,Negative,"Water level in more than half of India's major reservoirs is below 40%.

Have shared many times earlier why I feel that our push towards water guzzling crops and chemicals will face this water table issue. And hence why one should have waste water treatment stocks in portfolio."
Water Supply,Negative,"Absolutely frightening! It says 40% of India will have no access to drinking water by 2030. 21 cities will run out of ground water by next year, yes by next year if govt doesn’t wake up and undertake efficient water-management techniques."
Water Supply,Positive,"And our PM has said today that he is happy that people are becoming aware of the water crisis...good that atleast thru the people, he is also now aware....now he will smartly transfer the onus for water conservation on the people from the govt..like he did in swachh bharat"
Water Supply,Negative,"Delhi, Bangalore, Hyderabad, Madras. They are all running out of groundwater. Most lower middle class communities only get water for a hour twice a week. People queuing for water is a very common site- everyday.
Maybe that condescending attitude can be toned down a bit?"
Water Supply,Negative,"""No water supply in prime locations today: Water crisis in Lutyens’ Delhi amid Yamuna’s toxicity.""

Sadly though, even when the Super Elite neighbourhoods of India's capital city - where ministers, MPs, high court, supreme court judges and top  notch bureaucrats live in colonial splendour- are impacted by the water crisis, our rulers don't wake up to make common cause with ordinary mortals. 

They will simply make the govt pay for supplying them much larger quantity of Bisleri bottled water than is allotted to them on normal days!

""Among the affected neighbourhoods include Jor Bagh, Lodhi Colony, Golf Links, Pandara Road, the High Court vicinity, East and West Kidwai Nagar, Tughlaq Crescent, Ravinder Nagar, Khan Market, Lodhi Estate, Akbar Road, Amrita Shergill Marg, Dr. APJ Abdul Kalam Road, Prithvi Raj Road, and Tees January Road, among others."""
Water Supply,Positive,I see many who have an excuse for any comparison. No state/city/town in India would compare in basics like 24 hr Clean pipe water/Walkable streets/Efficient garbage disposal/24 hr power supply. These are fundamental things most citizens in middle income countries enjoy.
Water Supply,Positive,"#JalJeevanMission has significantly improved access to potable water in rural India, with 78.58% of rural households now benefiting from clean water supply. Positively impacting 19 crore rural families, govt has installed 11.95 crore new tap water connections."
Water Supply,Negative,"Because water supply isn't reliable in most parts of India. In a top loader you have the flexibility to stop the cycle, open the lid and wash some clothes by hand.

Front load shuts down when water supply is interrupted.

Same reason for low dishwasher sales too."
Water Supply,Negative,"India’s ground water, once plentiful, is now a cause for serious concern as it retreats to the lowest levels known. 90% of rural India’s drinking water and 75% of our agriculture depends on ground water. "
Water Supply,Negative,"What Bangalore is facing today (and in coming summers) was faced by us in Rajasthan 15 years ago. Water supply once a week, taking bath with half bucket. Shower was out of the question. There were not even tanker mafias to rely upon. Hand-pumps were dry.

And many cities will face a similar situation in the coming years. Managing and supplying clean, fresh water to every house will become the most challenging part of authorities. 

You might be trying to save water at your end by switching off the tap on time, just like how you try to save the environment by using paper straws, but the tanker mafia and the cartel will decide what kind and when do you get the fresh water in your taps. This is because wherever you are, the government is weak. (or probably corrupt) . 

The rivers are dying, and dirty, borewells are drying, rain water harvesting is in theory only."
Water Supply,Positive,"But today's situation in Rajasthan is commendable, atleast in rural Rajasthan. They are storing water in ""Houd"" and using it over the period of time. Once or twice a week they get tap water for 3-4 hours, so they refill it."
Water Supply,Positive,"Rajasthan learned it in the hard way. I am in Pune for 12 years but because of my Rajasthan childhood I still feel guilty using more than half a bucket to bathe. 

But for metro cities, it will be very difficult to learn."
Water Supply,,"Hyderabad supply the most amount of water in South India. In last 15 yrs, they created multiple source of water. City can get water from its traditional sources like Osman and Himayat sagar, Manjira dam, Godavari, and Nagarjunasagar (Krishna - underconstruction)"
Water Supply,Negative,"Despite being known as a water surplus state, Bihar is grappling with a severe water crisis... Even though summer hasn't reached its peak yet, State's water future is alarming...

5 out of 23 reservoirs are already empty. 
16 have barely any water left (<10% capacity.)

River conditions even worse... Over 40 having dried up entirely. Water levels in the remaining rivers have significantly declined. 

Hand pumps and borings are failing due to dropping groundwater levels. The water table in my area has dropped significantly.... It used to be just 20 ft deep a few decades back."
Water Supply,Negative,"Bengaluru is facing severe water scarcity due to drought. As borewells drying up, water tanker prices soared. Govt plans to use milk tankers for water transport and seize private borewells. Situation is BAD !"
Water Supply,Negative,"Even pregnant women are forced to walk for 5-8 hrs everyday to get drinking water in Tikuri Village in Bundelkhand.
The wells, borewells & hand-pumps have all run dry in the extreme heat.
""When kids cry in the middle of night we give them contaminated water, what else can we do?"""
Water Supply,Negative," if roads/highways are shiny side of the Indian economy, rural distress is the story not being told enough. We travelled just 50 kms outside Baramati and found that water scarcity is a serious crisis: water comes once in eight days here!. Even the monies farmers get from various cash hand outs from govt are being used up for higher input costs for farming. Here, the villagers told us they don’t trust ‘Modi ki guarantee’ or any opposition politician’s promise until they deliver on water. . ‘They only show up at election time,’ they tell us. Several parts of rural Maharashtra have experienced drought like conditions in the past year as private tankers dot the countryside."
Water Supply,Negative,"Water supply is better these days in bengaluru. But water, as always is leading to hairfall and dry skin."
Water Supply,Negative,"The worst thing about paying taxes in India is that you still have to drive on broken roads, deal with hard water and water logging issues, and receive subpar education. Why would the top 1% want to stay here?"
Roads,Negative,"Death from road accident is higher than death from medical conditions in India, many lives lost due to immediate support. Addressing this issue Dr Saint MSG Insan initiated #FasterCampaign. Through this initiative, millions are started to carry first aid kits in their vehicles. But also, the govt needs to take action on building better roads and engineers should design the road system so that less accidents take place"
Roads,Negative,"This is what you get after paying the highest road tax in India.
Panathur underpass—a shithole for over 3 years. No road, floods with minor rain, and potholes full of loose stones. Recently, my car was hit by a stone from a moving vehicle, injuring a nearby rider too.
Fed up "
Roads,Negative,"The pathetic state of a main road - LBS marg..there is no road left, just patches of random potholes and patchwork..you are doing a horrible job 
@mybmc
 at maintaining roads...
My 6 months old car has already started losing its suspension integrity..please have some shame"
Roads,Negative,"Life-threatening .
This road is full of craters and driving on this link road connecting jigani Bommasandra can be fatal to commutters 
@HebbagodiPS
,
@JiganiPS
 
Insist local authorities and industrial association to repair stretch. 
Avoid further untoward incidents. "
Roads,Negative,"Pathetic state of drainage and garbage on the roads in Begusarai, along with countless potholes that make it dangerous for everyone. It’s high time the government and local authorities take responsibility and address these issues seriously!"
Roads,Negative,"I am unsure of how #RoadSafety in India works. 
1. No basic regulation on parking, especially commercial vehicles. 
2. Regulations against flashing high beam & blinding headlamps. 
3. Warning for under construction & bad roads. 
4. Commercial EVs driven by unlicensed drivers."
Roads,Negative,Commuting in #Bengaluru has become nothing short of a nightmare after the recent #rains took a significant toll on the city’s #roads. It is even worse in the #night.
Roads,Negative,"Bellandur Lake > Sakra Hospital > Ecospace road is in a terrible condition. 

Bellandur lake is infested with weeds and is in a terrible condition. "
Roads,Negative,"Nightmare to drive on Link Road between #Dahisar to #Andheri Uneven road, potholes, encroachments, illegal parking plague it. Metro above has left the road even worse. 
@mybmc
 this is also a part of #Mumbai & was built by #BMC to ease congestion...Aao kabhi hamare Link Road pe."
Roads,Negative,I remember one of my relative got severe back pain traveling that road(the road between dahisar and andheri
Roads,Negative,"worst is the laljipada part of link road !! roads are so bad , we call it disco road"
Roads,Negative,"Stretches along Dahisar-Borivali, Kandivali, Goregaon are in worst conditions and no one bothers."
Roads,Negative,Just travelled on link road from Malad to Borivali last night. Entire Link Road stretch is in a dire state. God knows when and how good sense wil prevail amongst the authorities. 
Roads,Negative,Every second road in Mumbai is unwalkable and undrivable during the monsoon season. Year after year after year. In the financial capital of the country hosting the biggest corporate houses. With the richest municipal corporation in Asia administering it. Zero accountability.
Roads,Negative,"Indian roads are extremely terrible and poorly planned. They are severely affected by the traffic of present-day cars and vehicles.

The government cannot and should not reduce taxes on vehicles until they make roads capable of handling the high capacity."
Roads,Negative,"We need a massive public protest against toll tax extortion by Govt. They provide worst quality of National Highways. Roads are full of potholes and accident-prone. Lack of signboards and dangerous diversions. During Monsoon, one finds it tough to spot these potholes at night."
Roads,Negative,"Totally agree, they are just interested in collecting tolls and not doing maintenance of existing roads. New highways that are being constructed are also of very inferior quality."
Roads,Negative,"Just how bad and I seriously mean it, how bad is the infra situation in Mumbai? The Ganpatrao Kadam road (At Worli Naka) was dug up for 6 months for some work. The road just opened for public and within 2 weeks has massive potholes. Just unimaginable level of corruption"
Roads,Negative,"I hope someone is looking into pathetic condition of Mumbai-Ahmedabad Highway (NH8).. Took me 11 hours to travel 300kms from Mumbai to Gujarat.. RCC road work being done is of worst ever quality, hardly 30-40kms stretch on entire route without potholes"
Roads,Negative,Average vehicle speed was 30-40kmph due to condition of roads.. 31st century quality of construction.. I think 19th century quality of construction was way better where we travelled 300kms in 6 hours. Businesses getting impacted by double engine govt. Just take tax and dont do any work
Roads,Negative,"I have been to many state capitals in India in the last few months including Bhubaneshwar, Lucknow, Ranchi, Kolkata, & Trivandrum. But Mumbai has the worst roads of all. 

Huge potholes, invisible because of rain water, are a health and life hazard currently. But no one cares."
Roads,Negative,The traffic junction where Juhu-Tara road meets Santacruz linking road has at least 10 huge potholes - and then the Linking road towards Bandra has half-foot deep craters. And this is the supposedly-posh area of Mumbai.
Roads,Negative,"I invite you to state highways in Maharashtra. 
Took that in sept 22- dhapoli to bby..more potholes than roads. Potholes so big that trucks were stuck in them.  
Had done a Mum-Del road trip in 2002, worst roads were in Maha. 21 yrs later, unch"
Roads,Negative,"The terrain and soil of Ranchi makes sure even if there are potholes, there is no standing water unless of course the road itself is a 10 feet deep concrete. Not taking anything from any of the cities but we never factor in the terrain and soil while talking about drainage."
Roads,Negative,"The myth of NHAI being good is bursting, as is with what was shown in rest of the advertisements of “Vikasit Bharat” under the bjp regime. 

Mumbai- Goa remains terrible. 
Mumbai- Ahmedabad is matching the terrible level.

Is it that only highways in Maharashtra by NHAI are bad? Or other states too? 

NHAI has some of the worst highways in Maharashtra, and the contractors go on for 10 years. Toll goes on."
Roads,Negative,"Take a right from Igatpuri towards SHIRDI. You will experience the worst road ever.A stretch of almost 50 km road that’s totally broken, millions of potholes n in a terrible condition. Hope #nashikcorporation does something to save people from this misery"
Roads,Negative,And Chennai. So many roads cut and made one vazhi. No amount of complaining is helping. Look at these huge potholes on main Greenways Road to beach. It’s been like this since the last rains. All vehicles slow down dangerously on the curve to avoid damaging their vehicles or worse falling. Two places - one near Ayappan Koil Bus Stop and one near Karpagam Avenue - MRC Nagar junction. They are so poor they can’t mend it after milling a patch and levelling it with tar?
Roads,Negative,"Corruption is the main reason for bad roads in India.

Only 30-40% of the project cost is actually spent on the ground and rest all goes into the pockets of various people. So, nothing better can be expected."
Roads,Negative,"India is building some of the worst highways in the world

Forget EU or China, our highways can't match 

NHAI is a corrupt organisation

The toll system needs a relook too

But above all, India MUST reform driving license accreditation system"
Roads,Negative,"Roads lined with sand/gravel/mud, narrow turns, zero lane discipline, potholes, non existent footpaths and chapri drivers going off like literal rockets. Vishwaguru roads are literally more dangerous than literal warzones at this point, beware."
Roads,Negative,"Indian roads...

Driving in India is a terrible chore... Why would I take on that additional burden...?

Everything from Parking to roads, cost of cars, taxes and terrible sub 4 mtr rule that produces ugly cars

Slow adoption of EV due to poor charging infrastructure.

Why???"
Roads,Negative,"Concluded 700km Roadtrip across Thane, Raigad, Pune, Nagar district of Maharashtra. Did 6 of 8 Ashtavinayaks.

Great rural roads. Cruised at 80kmph avg on Ashtavinayak roads. National Highway in Thane are the worst in India. Overall bad roads in MMR.

I have no hopes for MMR."
Roads,Negative,"Bad urban infra in India was tolerable till it was a low cost place. This is no more the case.

Property prices have gone. Rents up majorly... Costs crores and you still live in a cramped dump, fight for parking, get flooded roads and trash on streets + no green spaces!!"
Roads,Negative,"AI usage planned for collecting tolls & challans, says Nitin ji.
He didn't mention what technology will be used for detecting potholes, traffic jams, flooded roads, faulty traffic signals etc.
They just want to collect.
No focus on improving services."
Roads,Negative,"An 8-lane road built at a cost of 461.90 crore from Jharkhand turn to Tetulmari in Dhanbad collapsed 21 days after inauguration. 

A large pit collapsed in the road service lane near Dharjodi settlement on Friday evening, including a nursing student fell a scooty and suffered serious injuries to her hands and legs. 

The road was inaugurated by Chief Minister Hemant Soren on October 4, but there are road collapse incidents happening everywhere.

Sanjay Kumar, DGM of Saj Company, engaged in construction of 8 lane road, said that the reason for road collapse was leakage in the rising pipeline, causing soil cut. Service lane repairs will begin Saturday."
Roads,Positive,"Shocked to witness the quality of roads in Bhubaneswar, Odisha.
One of the best planned cities in the whole of India."
Roads,Positive,I also agree because from past 2+ years I am living in bhubaneswar and my experience about the quality of road is exceptional.
Roads,Positive,In odisha max roads are good and far better than metro cities of India.
Roads,Negative,"As a car owner, my advice to anyone living in Bangalore is to avoid the idea of buying a car altogether.

•Poor road quality
•Constant heavy traffic

Many tier-2 cities in India have roads that are far better than those here.

Instead of committing offenses on a car, it’s better not to have one at all. I’m actually sending mine back home."
Roads,Positive,  Great Road maintenance I can see with quality even no man places also their standards are good
Roads,Positive,"Indian Roads are World Class
Chennai to Madurai National Highway.

Kudos to PM Sh 
@narendramodi
 ji, India’s National Highway network has seen a remarkable transformation!  Expanded from *91,287 km in 2014 to 1,44,634 km in 2024*, a growth of over *58%!  Average construction speed surged from *12 km/day to 37 km/day*, ensuring smoother, safer, and faster connectivity across the nation. "
Roads,Negative,"The condition of Roads across WB is so bad that the stress levels of the commuters are skyrocketing. All over the State, the bumpy roads are adding to the agony of the passengers & drivers. The  pothole riddled roads stir up ""Bowls of Dust' when vehicles ply on them. The dust ends up in the lungs of the drivers, passengers, pedestrians, Traffic Police personnel, Civic Volunteers, shopkeepers & other people who happen to be nearby. The shops adjacent to the roads get filled with dirt.
Any commute takes up double the time as slow movement of traffic leads to congestion. Vehicles; both private & commercial, get damaged constantly due to the pathetic road conditions.

Usually, the State Govt and the local Administration used to repair the roads before Durga Puja, but this time around the cash scrapped & bankrupt WB Govt couldn't even manage to do that. Even the Contractors are wary of taking up the repair works, as they haven't been paid in the last 2-3 years. 

The people of Bengal would have to suffer the consequences and their festive spirit would turn sour once they hit the streets for Pandal hopping.

With the mountains reeling under natural calamities; tourists who were planning to go on ""Off Roading"" adventure journeys, can enjoy the thrills on the roads of WB. These roads would surely pump up the adrenaline of the thrill seekers."
Roads,Negative,"Currently, this is the unfortunate state of roads in a city as advanced and cosmopolitan as Bangalore. The stretch that connects Sarjapur Main Road to Electronic City Phase 2—a critical link for commuters and tech professionals—is plagued with potholes and craters, making it a hazard rather than a convenience. Many people prefer this route to save time, given Bangalore's notorious traffic, yet they are forced to navigate through rough patches that damage vehicles, endanger lives, and slow down daily commutes.

In a city that prides itself on being India’s IT hub and aspires to compete on the global stage, this level of road neglect is not only disappointing but also dangerous. Residents are left wondering what to expect from the government, which promotes the city as a brand of progress and innovation. Is this the reality behind the ""Brand Bengaluru"" image—a city with roads so poorly maintained that they appear more like neglected rural trails than infrastructure befitting a modern metropolis? The ongoing issue of potholes and craters has become symbolic of the authorities' inability to provide even the most basic amenities despite years of promises for improvement. It raises serious concerns about accountability and the actual commitment towards creating a city that prioritizes the safety and well-being of its citizens.

The people of Bangalore deserve roads that are safe, efficient, and worthy of the city's status, not ones that put them in harm's way."
Roads,Negative,"National Highway of India.

NH 66, Mumbai-Goa, filled with potholes within six months of concretisation.

Your Goa trip may kill you or get you back injuries if you travel on this highway."
Roads,Negative,"If you were dreaming of smooth, pothole-free drives on the new Mumbai-Goa highway this monsoon, prepare to be disappointed. Read the report on Mumbai Goa highway."
Roads,Negative,"Having driven in many countries across the world over the last 10-15yrs - can safely say quality of Indian roads is THE WORST. New highways develop potholes within a few weeks. 
@nitin_gadkari
 
@MMRDAOfficial
 
@mybmc
 should trademark potholes. Make money from this embarrassment."
Roads,Negative,"Sir 
@nitin_gadkari
 many of relatively newly build highways/expressways are of super bad quality - entire stretch of expressway is filled with uneven surfaces making it super dangerous to drive at 120kmh

I am not sure who allows such bad construction- India needs LOT more infrastructure, but of high quality 

One such bad example is **Eastern Peripheral Expressway** super patchy and bumpy but carries 120kmh speed limit "
Roads,Negative,"Similarly NH7 between Chandigarh to Saharanpur is in shameful state - every place there is a joint on the over bridge across entire stretch is super bumpy 

Why our roads are in such a bad states including the ones which are relatively new ?"
Roads,Negative,"horrible road. Just look the depth of pothole, easily bikers can fall off and get seveir accident. Half of road is having lot of potholes whereas other half are ok. In just 2-3 months of construction this is the condition of road"
Roads,Negative,"Mumbai-Pune expressway has pathetic road surface, worse on repaired patches, half the road lanes are closed forever for repairs. it used to be a pride of india, now it’s a shame with shoddy quality of road construction. "
bridges,Positive,"Incredible. A bridge in Mumbai can’t open fully because the connector to it - has a height gap. And they didn’t know about it.
This is Mumbai’s rotten and incompetent municipal corporation. In any other sphere they would have been rendered unemployable."
bridges,Negative,"The falling bridges of Bihar: 

Another big bridge collapsed in Bihar, cost was more than 7 crores; collapsed before inauguration."
bridges,Negative,"Bridge under construction in India collapses for the second time since 2014 (June 5, 2023)"
bridges,Negative,"The falling bridges of Bihar: Ten bridges collapsed in last three years till June 2023.

This will be new addition soon. The problem with Bihar is its politicians and Bureaucrats."
bridges,Negative,"Just one word, corruption, explains why a $210-million bridge under construction has collapsed for a second time since 2022 in Bihar, setting back the ""Clean Ganges"" project. Bihar remains one of India's least-developed states due to endemic corruption."
bridges,Negative,"In a masterstroke of governance, six bridges have collapsed in Bihar within the last 24 hours, making it a remarkable total of 12 in just 15 days under Modi's stellar NDA rule"
bridges,Negative,"Bridge fell due to usage of substandard quality material, poor maintenance "
bridges,Negative,"Not complaining, just showing the bad stateof a bridge which is built on one the biggest rivers in India. 

Tapi river"
bridges,Negative,"A Haryana based firm SP Singla whose bridge collapsed  more than once has been awarded or working in 7 more bridges in Bihar.  Somehow they always emerge as the lowest bidder. Yest, Projects are hardly completed on time thereby inflating the cost."
bridges,Negative,"Gujarat leads the way once again … … in flowing tribute to Modi’s “infrastructure miracle” … …

13 bridges have collapsed in Gujarat in last 15 years; seven of them in 2022 alone.

Blacklisted companies continue to get fresh contracts thanks to the legendary ‘ease of doing business’ in Gujarat, painstakingly and systematically cultivated by Narendra Modi for last 20 years."
bridges,Negative,"Yet to be inaugurated bridge in #Gujarat broke badly. Built with a cost of more than ₹2 Crores, 

Act of fraud or Act of Fake Gujarat Model?"
bridges,Negative,"10 bridges down in 16 days, Bihar Govt suspends 17 engineers.

No politician will be held responsible and sacked even though they receive lion’s share of the ‘commissions’ and ‘bribes’."
bridges,Negative,"In the last two years, either newly inaugurated or under construction bridges have collapsed in Begusarai, Nalanda, Katihar, Kishanganj and Saharsa.

The same bridge which collapsed today also collapsed on April 29 last year. 

1710 crores of public money washed away."
bridges,Negative," 26th October 2022  
""The bridge won't need any major repair work for at least 8-10 years now."" - Jaisukhbhai Patel, MD, Oreva Group.

 30th October 2022
- Bridge Collapsed, and 141+ died.

With no named FIR, This Man still walks free!! Why?"
bridges,Negative,"From 2001 to 2013, India saw only 23 bridges collapse

In the last few weeks, Bihar alone has seen 7 collapses, airports have seen roofs cave in

India's infrastructure is crumbling under the weight of high growth, poor quality, and possibly corruption"
bridges,Negative,"As the issue of the 2 bridges mismatch at #Andheri boils, here’s why the problem occurred:
—New Gokhale bridge was constructed at a higher level compared to the old one.
—Barfiwala flyover height (which joins Gokhale)was not considered then.
Result ? Alignment mismatch."
bridges,Negative,"All railway over bridges have been constructed at a higher level as per railways requirements. 
Gokhale bridge is not the first bridge in which this has occurred.
Someone at the BMC has been found asleep at the wheel. Now blaming railways instead of accepting their fault. Leading to alignment mismatch"
bridges,Negative,"A ₹247 crore newly built bridge gets potholes in 90 days. That's why it's wise to always moderate enthusiasm when it comes to Indian infra. 
This project courtesy - NHAI and some two-bit contractor."
bridges,Negative,"My heart goes out to hundreds of those who fell into the river as the cable bridge in Morbi, Gujarat collapsed a while ago. The administration must rescue them all asap.

It's the corruption of the FAILED Engine Govt that within 4 days of reopening, the bridge has collapsed."
bridges,Negative,"Oreva company which manufactures bulbs, e-bikes, wall clocks that has no construction experience was given the contract to repair and maintain 100yr old bridge. Over 140 died.  Can this happen without political corruption?"
bridges,Negative,"20+ bridges have fallen in Bihar. The tax payers money is obnoxiously divided among Netas, Babus, Police and Thekedars. If Bihar is serious about special status, it should first take money out of the stakeholders who are responsible for collapse of 20 bridges."
bridges,Negative,"A part of under construction bridge collapsed in Kashi - This is the Kyoto Modi promised.

Stampede on footover bridge in Mumbai - they have money to build Shivaji statue but not a good bridge.

3rd bridge collapsed in Kolkata - please don't do politics in this."
bridges,Negative,"Bridge in West bengal collapses, no news
Bridge in Karnataka collapses, no news
Bridge in Andheri,Maharashtra collapses,everyone notices."
bridges,Negative,"I have read of 12 bridges collapsing in Bihar, one just now in Uttarakhand and let’s not forget the Morbi bridge collapse in Gujarat some years ago. There is obviously huge corruption in construction, poor material used, builder nexus with politicians, a flawed tender system, poor bureaucratic oversight on safety norms. Just a rotten corrupt system."
bridges,Negative,"Year after year and decades after decade, Bihar remains so poor and under-developed. A 1700 crore bridge collapses. Just like that. That too for the second time. Bihari ppl are known for constructing some great structures across nation and at local level this happens? Material used and intent of the contractor is highly questionable. Where is the money going?"
Toilets.,Negative,Unhygienic 
Toilets.,Negative,I never use public toilets because it was always worst
Toilets.,Positive,Good
Toilets.,Positive,Needs improvement 
Toilets.,Negative,"We need public toilets in many areas, no proper maintenence "
Toilets.,Positive,They vary from train to train. But It’s been ok
Toilets.,Negative,"Not clean, very smelly"
Toilets.,Positive,Moderate
Toilets.,Positive,Need to be clean as they are usually not
Toilets.,Negative,My opinion is that they should be well maintained. They are very uncomfortable to use
Toilets.,Positive,Can be improved 
Toilets.,Positive,If cleaned and maintained would be good
Toilets.,Negative,Bad
Toilets.,Negative,Maintenance is not good.
Toilets.,Negative,Unhygienic
Toilets.,Negative,Bad smell
Airport,Positive,Super
Airport,Positive,Gooodddd
Airport,Positive,Everything perfect
Airport,Positive,Not yet
Airport,Positive,Parking issues but nice
Airport,Positive,Good
Airport,Positive,They are pretty good
Airport,Positive,Never visited
Airport,Positive,Never went there
Airport,Negative,Airports have many facilities such as shops and food but food is very expensive for small amounts of food
Airport,Positive,It was Extremely good
Airport,Positive,Very good
Airport,Positive,Not yet
Airport,Positive,Ok
Airport,Positive,It is great.
Airport,Positive,Smooth
Airport,Positive,Facilities were top notch
railways,Positive,"Bangalore City Junction Railway Station impresses with its modern infrastructure, cleanliness, and efficient connectivity. Conveniently located in the heart of the city, it offers a seamless travel experience for both local commuters and long-distance travelers. Despite occasional crowds and delays, its accessibility and excellent service make it a vital hub in Bangalore's transportation network"
railways,Positive,"The KSR station, well maintained. New bridges constructed are classic and have sufficient space"
railways,Positive,"ou can travel from here to all major cities.its located in the heart of Bangalore Majestic, opposite to bmtc and ksrtc bus stand .it is near to metro station only a walkable distance so it is a very convenient place of traveling .you can also put your luggage at the luggage room and find a place to stay"
railways,Positive,Dirtiest station seen so far in india.
railways,Negative,No seating area in common hall. Bangalore is supposed to be a better example.
railways,Negative,There no basic facilities and the auto rickshaw at the gate are really worst to experience the don't know any address not even Tani road even have no knowledge about the Google maps more over they argue with customer even if we direct them the stop didn't accept this from Bangalore City
railways,Negative,Everything is good but no basic need is all in this station. Very bad experience in Bangalore station. Proper not to sufficient sitting place. Only for train reserved person taking care and mobile charging points. What about poor people.???
railways,Positive,do proper speciality in Mobile charging point in Bangalore station
railways,Positive,Major station in Bangalore.. almost all the trains stop here.. it connects all the major cities in the country..its a big railway station.. cleanness is maintained inside the premises.. shops are available at the platforms.. maintained hygiene and cleanness inside the platforms... general busy railway station
railways,Positive,Well maintained and highly secured
railways,Positive,Friendly railway staffs
railways,Positive,"One of the best railway stations in South India. Very much crowded always, especially on weekends and festival seasons. Bus, Metro, Taxi facilities are good. Main bus station of Bangalore - Majestic Bus station which connects to each and every corner of Bengaluru by bus is just a walk away. And KSRTC bus station for long road trips also nearby. Next to KSRTC bus station, Metro train service is also available which is a very good convenience to travel in the city. And remember, all these are connected with subways and over bridges. So you can reach everywhere without much tension."
railways,Negative,"I was caught by platformon ticket collector along with one of my friend as we have purchased 2 platform tickets before and now one is missing. We're ready to take them to the person who we had taken ticket from, they said the are not going to do that and just pay for the fine and leave."
railways,Negative,Hopeless regarding issuing platform tickets.All the automated machines don't work. Long ques for manually operated ones. But when it comes to coming out of the platform there are cops everywhere to catch u to check platform ticket. And fine is rs. 600.feeling gutted i could not go with my mom till the train
railways,Positive,"One of the busiest railway station in south India. Neat and clean. Bus and metro access is easy. There is two types of metro, one is blue line and second one is green line."
railways,Negative,Today went to Central Railway station. I can see people mopping the floors and keeping it clean. But the trains give a different view. It looks like the coaches of Trivandrum train departure at 3.20 pm was horrible. Looks like it is never cleaned for ages . Station is clean. The same importance is not given to the train coaches . Hope the Railway authorities wake up.
railways,Positive,"A major ingredient of the heritage of Chennai, this place is sure to kindle nostalgic memories for every visitor. Kudos to the administration was keeping the place lively, inspite of the enormous increase in user population and rapid changes that have happed, particularly at a faster pace during the recent decades."
railways,Positive,"Iconic place in Chennai. Face of Chennai for outsiders. Well maintained and clean inside, Not used to be like this few years back."
railways,Negative,Good station but ticket checker is whost behaviour
railways,Positive,"Can get down here, get ready for the day ahead in chennai. There are luxury lounges and other lounges available here."
railways,Positive,"Trains are very organised, but the the station can be a lot more clean and sanitized"
railways,Positive,Excellent for all ages to reach out to tains.As golf carts easily available.
railways,Positive,One of the busiest & oldest railway junction in south India.
railways,Positive,Thrissur railway station is near the KSRTC bus stand. It maintained moderately well. Medium facility available for the passengers.
railways,Positive,"A major railway station in Kerala with 3 platforms and almost all trains stop here. The Guruvayur route splits from here. Daily trains to Palakkad, Kochi, Shoranur and Guruvayur are available."
railways,Positive,"Best features: lift facility, choice of restaurants, 24 hours A/C waiting room with, comfortable sofachairs,coffee, tea,snacks, tv, washroom, charging points, etc available."
railways,Positive,One of the main and busiest railway in kerala. Public transportation is easily available outside the railway station.
railways,Positive,"Well maintain railway station, very neat and clean. I traveled on dec 2020. Temperature checking and we must wear mask. Only one canteen is opened inside. Life facility available for flyover path. Good drawing painting are there. Also railway employee help us more."
railways,Negative,It was stinking urine in the morning when I landed... however in the evening the station did not have any foul smell... lots of train traffic goes through this station... overall good in the evening. It could be kept in a better condition for the morning passengers.
railways,Positive,"One of the largest travelling centres in kerala ,it is big spacious yet crowded . It allows played parking space and is centred in one of the busiest streets , so getting back on the road is very hard . The station offers free wifi and waiting room and various places of snacks and food . You get train to almost anywhere from here and the private and ksrtc bus stands are very close so it's easier for travelling ."
railways,Positive,"Thirussur Railway Station one of the busiest stations in Kerala with all the trains stopping here, the trains stop here for 2-3 minutes, it is recommended to buy Foods and beverages to avoid in train bad food. It is clean and pretty neatly maintained. Goods tracking are separated and are unloaded in this station for further connectivity in the region."
railways,Negative,Little bit crowded.. lift available at platforms but not in working condition.Prepaid auto booth outside station also vacant.. Auto rickshaws outside station also charge excess fare.
railways,Positive,"Good and clean station. All kinda amenities available here AC/Non-ac waiting halls, restaurants, washrooms, WiFi, taxis etc… also we can access Kannur International Airport from here (25kms approx)."
railways,Positive,"Good station with great staff, you will get fresh hot food like fish fry and meal, chicken biriyani at affordable prices clean and tidy platforms bit busy station but nice station. Just I km from bus stand easy to access"
railways,Negative,Sat in AC waiting room for the train. 1st flatform room is filled with cockroaches & half broken seats. It should not be like this. Photo attached.
